cited_person_clean,wikidata_id,wikidata_label,cited_gender
Bernard Barbagelata,,,unknown
F. Leotard,,,unknown
Pierre-Yves Collombat,Q3383554,Pierre-Yves Collombat,male
Maurice Janetti Suppleant Guy Menut,,,unknown
Maurice Paul,Q3301202,Maurice Nivat,male
Durbec Guy,,,unknown
Barbero Marcel,,,unknown
Guy Durbec Marcel Barbero,,,unknown
Richard Villiard,,,unknown
Raymond Garrigues,,,unknown
Michele Daire,,,unknown
Rene Pelisson,,,unknown
Pierre Boyer,Q3384171,Pierre Boyer,male
Andre Jaubert,Q117848735,André Jaubert,male
Annick Roche,Q138547459,Annick Rochelle,female
Gabriel Chuvin,,,unknown
Jacqueline Charretier,Q133451249,,unknown
Jean-Claude Andrieu,,,unknown
Jacques Roman,Q3159905,Jacques Roman,male
Olga Hermitte,,,unknown
Patrick Favre,Q125742,Patrick Favre,male
Philippe Puaud,Q3380578,Philippe Puaud,male
Joseph Girard,Q3185019,Joseph Girard,male
Paul Petitdidier,Q76873809,Paul Petitdidier,male
Claudette Adam,,,unknown
Albert Deau,,,unknown
Raymonde Derouck,,,unknown
Bernard Vignaux,,,unknown
Jean Chataigner,Q59273901,Jean Chataigner,male
Georges La Planeta,,,unknown
Bernard Champalou,,,unknown
Claude Rouquet,Q117756264,Claude Rouquette,male
Alain Fouche Supp,,,unknown
Claude Forestier,Q75936446,Claude Forestier-Walker,male
Arnaud Lepercq Alain Fouche,,,unknown
Arnaud Lepercq Arnaud Lepercq,,,unknown
Edith Cresson Guy Monjalon,,,unknown
Noel Pichon,,,unknown
Bernard Espigat,,,unknown
Jean-Pierre Demerliat,Q3169200,Jean-Pierre Demerliat,male
Christian Caillat,Q1079136,Christian Caillat,male
Jacques Grandjean,Q115133087,Jacques Grandjean,male
President Sadi-Carnot,,,unknown
Andre Barry,,,unknown
Jean-Louis Omer,,,unknown
Maxime Labesse,,,unknown
Fernand Leveque,,,unknown
P. Seguin,,,unknown
Franck Dal Magro,,,unknown
Michel Renou,Q42829815,Michel Renou,male
Christian Biston,,,unknown
Bernard Gsell,,,unknown
Francois Sage,Q16946224,François Saget,male
Marie-Paule Argoud,,,unknown
Paul Girard,Q20723040,Paul Girard,male
Pierre Jaboulet-Vercherre,Q41945352,Pierre Jaboulet-Vercherre,male
Imp. Nouvelle,,,unknown
Jacques Direz,,,unknown
Michele Rioland,,,unknown
Arlette Clerc,,,unknown
Herve Frachisse,,,unknown
Gilberte Marin-Moskovitz,Q3105923,Gilberte Marin-Moskovitz,female
Bernard Boisumeau,,,unknown
Jean-Jacques Boussaingault,Q62077915,Jean-Jacques Boussaingault,male
Jack Freychet,,,unknown
Annick Lacroix,Q120534241,Annick Lacroix,female
Pierre-Andre Willzen,,,unknown
Dominique Crozat,Q100453260,Dominique Crozat,male
Huguette Berte,,,unknown
Jacques Allain,Q107214670,Jacques Allain,male
Michel Bockelandt,,,unknown
Francoise Quainquard,,,unknown
Michel Remond,,,unknown
Richard Messina,Q125525858,Richard Messina,male
Daniel Besse,Q3013742,Daniel Besse,male
Bernard Huvelin,Q33200863,Bernard Huvelin,male
Henri Mazet,,,unknown
Gerard Dupeyrat,,,unknown
Robert Gatellier,,,unknown
Joseph Jouan,Q25859862,Joseph Jouannin,male
Serge Le Guerneve,,,unknown
Catherine Luca,Q99678079,Catherine Lucas,female
Paule Bonal,,,unknown
Gabriel Massou,Q3093861,Gabriel Massou,male
Christian Dupuy,Q2965229,Christian Dupuy,male
Jean-Raymond Pacouret,,,unknown
Annie Lachter,,,unknown
Regine Saint-Criq,Q62063345,Régine Saint-Criq,female
Michel Golliard,,,unknown
Robert Creange,Q110324277,Robert Créange,male
Marie-Louise Damiens,,,unknown
Jacques Laborie,,,unknown
Nicole Dorlin,,,unknown
Joseph Doniguian,,,unknown
Jean Lafferriere,,,unknown
Olivier Pichon,Q3351279,Olivier Pichon,male
Jean-Pierre Schosteck,Q3169756,Jean-Pierre Schosteck,male
Philippe Borderie,,,unknown
Bertrand Druon,,,unknown
Gerard Hallemans,,,unknown
Ferdinand Bramoulle,,,unknown
Claude Patin,Q2977925,Claude Patin,male
Gerard Fuchs,Q3123968,Gérard Fuchs,male
M. Niles,,,unknown
Marjova Cocozza,,,unknown
Francine Lesou,,,unknown
Claude Samuel,Q4407223,Claude Samuel,male
Andre Perissel,,,unknown
Andre Noel,Q2389347,André Noël,male
Pierre Dufour,Q59312666,Pierre Dufour,male
Jean-Pierre Baye,,,unknown
Cha- Cun,,,unknown
Gerard Sauvagnat,,,unknown
Sylvain Garant,Q19544656,Sylvain Garant,male
Roger Lefort,Q115662150,Roger Lefort,male
William Philibert,,,unknown
Guy Depelley,,,unknown
Kamel Kabtane,,,unknown
Ali Boukredine,,,unknown
Jean Garcia,Q3172217,Jean Garcia,male
Michel Sens,,,unknown
Thierry Bezaudin,,,unknown
Christiane Papon,Q2965789,Christiane Papon,female
Martine Leveder,,,unknown
Michel Gobicchi,,,unknown
Christian Pechereau,,,unknown
Francois De Lacoste Michel Guillou,,,unknown
Gerard Foor,,,unknown
Monique Vasseur-Lahetjuzan,,,unknown
Michel Hartmann,Q65584940,Michel Hartmann,male
Jean-Pierre Girault,Q62077264,Jean-Pierre Girault,male
Jacques Planche,Q85101240,Jacques Plancherel,male
Dominique Soubrane,,,unknown
Jean-Jacques Hedouin,,,unknown
Jean-Jacques Darves,,,unknown
Michel Carre,Q602493,Michel Carré,male
Jean Lamouche,,,unknown
Yves Talhouarn,,,unknown
Guy Gibout,Q3121813,Guy Gibout,male
Henry Morel,Q105079962,Henry Morel-Journel,male
Jean-Francois Ferrand,,,unknown
Jean-Marc Bourjac,,,unknown
Gerard Massip,,,unknown
Jean-Pascal Doche,,,unknown
Muriel Faucher,,,unknown
Jean- Claude Denne,,,unknown
Jean-Pierre Sabourdy,,,unknown
Carmen Leroux,,,unknown
Daniel Monaury,,,unknown
Pierre Zemor,Q15406928,Pierre Zémor,male
Guy Pettenati,Q130463064,Guy Pettenati,male
Jean-Louis Welter,,,unknown
Jean-Pierre Javelot,Q62078259,Jean-Pierre Javelot,male
Robert Lebastard,,,unknown
Regis Humbert,,,unknown
Dominique Gillot,Q3035194,Dominique Gillot,female
Jean-Louis Fortier,,,unknown
Christian Linlaud,,,unknown
Pierre-Claude Monnier,,,unknown
M. Delalande,,,unknown
Christian Julia,Q83446723,Christian Julián Villabona-Arenas,male
Elisabeth Hermanville-Vincenti,,,unknown
Michel Coffineau Depute Sortant,,,unknown
J.P. Blazy Suppleant,,,unknown
Philippe Hazael-Massieux,,,unknown
Ary Malicieux,,,unknown
Ernest Moutoussamy,Q3057096,Ernest Moutoussamy,male
Lauriette Gerard,,,unknown
Felix Proto,Q16335501,Felix Proto,male
Pierre Vidot,Q102919699,Pierre Vidotto,male
Max Sully Ropaul,,,unknown
Mario Lechat,Q127277487,Mario Lechat,male
Michel Chane Liat,,,unknown
Rene-Paul Victoria,Q3425719,René-Paul Victoria,male
Camille Sudre,Q2935074,Camille Sudre,male
Claude Hoarau,Q2977546,Claude Hoarau,male
Philippe Berne,Q59530634,Philippe Bernert,male
Fred Lucien K/Bidy,,,unknown
Maurice Nenou,Q3301217,Maurice Nénou,male
Jean Alcaraz,Q133251933,Jean Alcaraz,male
Eric Gilbert,Q87201328,Eric Gilbert,male
Madeleine Duraffourg,Q23667115,Madeleine Duraffourg,female
Maurice Rivoire,Q136815197,Maurice Rivoire,male
Dominique Lacombe,Q3035249,Dominique Lacombe,male
Charles Brazier,,,unknown
Michel Saleck,,,unknown
Daniel Charles,Q3013855,Daniel Charles,male
Denis Lefevre,Q3022784,Denis Lefèvre,male
Marcel Leclere,Q65589780,Marcel Leclere,male
Raymond Ducamp,,,unknown
Rene Huel,,,unknown
Henri-Michel Falavigna,,,unknown
Claude Peronne,,,unknown
Patrick Vallas,,,unknown
Renaud Dutreil,Q322924,Renaud Dutreil,male
Michel Mouilleseaux,,,unknown
Alain Breant,,,unknown
Guy Canard,Q3121619,Guy Canard,male
Rene Charette,Q3425991,René Charette,male
Pierre Chabuel,,,unknown
Michel Durant,Q137539452,Michel Durant,unknown
Daniele Moury,,,unknown
Michel Panthou,,,unknown
Gabriel Muler,,,unknown
Pierre Rinaldi,Q3386802,Pierre Rinaldi,male
Bernard Falque De Bezaure,,,unknown
Pierre Cazorla,,,unknown
Daniel Chevallier Guy Blanc,,,unknown
Yves Chevallier,Q133450555,,unknown
Robert Espitallier,,,unknown
Jean-Claude Chappa,Q96141736,Jean-Claude Chappa,male
Francine Daerden-Astier,,,unknown
Benoit Anne,,,unknown
Jean-Marc Lebeau,Q137681349,Jean-Marc Lebeau,male
Ghislain Nicaise,,,unknown
Jacques Peyrat Avocat,,,unknown
Jacqueline Mathieu-Obadia Medecin,,,unknown
Jacqueline Mathieu-Obadia,Q3157763,Jacqueline Mathieu-Obadia,female
Sylviane Douhet,,,unknown
Genevieve Medecin-Assemat,,,unknown
Guy-Noel Tordo,,,unknown
Pierre Chauliac,,,unknown
Josiane Pastorel,,,unknown
Andre Bonny,,,unknown
Denis Roman,Q4397074,Denis Romanenco,male
Valentin Cesari,,,unknown
Bernard Asso,Q33126565,Bernard Asso,male
Xavier Beck,Q3570602,Xavier Beck,male
Robert Cheutet,,,unknown
Jacques Jourdan,Q106445660,Jacques Jourdan,male
Jacques Kraemer,Q18326695,Jacques Kraemer,male
Jean Thiery,Q41618443,Joannes Thierry,male
Gaston Franco,Q546046,Gaston Franco,male
Suppleant Jean Sassone,,,unknown
Marie-Jeanne Murcia,,,unknown
Martine Charrac,,,unknown
Marie-Rose Prat,,,unknown
Gilbert Melia,,,unknown
Alain Pruvost,Q56441244,Alain Pruvost,male
Andre Jourdan,Q104456553,André Jourdan,male
Francois Delecour,Q456610,François Delecour,male
Nadia Loury,,,unknown
Christian Montagne,Q98249360,Christian Montagné,male
Antoine Labeyrie,Q358800,Antoine Labeyrie,male
H. P. Goby,,,unknown
Bernard Berger,Q2897525,Bernard Berger,male
Christian Lavis,Q65588097,Christian Lavis,male
Alexis Iordanoff,,,unknown
Jean - Marie Roux,,,unknown
Jean - Pierre Constant,,,unknown
Imp. Coutel,,,unknown
Michel Marchet,,,unknown
Pierre Bourgoin,Q3384150,Pierre Bourgoin,male
Pierre Pescarolo,,,unknown
Robert Galley Patrick Goubeault,,,unknown
Roger Patenere,,,unknown
Francois Baroin Gerard Menuel,,,unknown
Gerard Ancelin,Q63765047,Gérard Ancelin,male
Andree Delbourg-Gomo,,,unknown
Jean Palancade,Q111460001,Jean Palancade,male
Brigitte Antagnac,Q126372668,Brigitte Antagnac,female
Patrick Castey,,,unknown
Daniel Arata,Q3013673,Daniel Arata,male
Delmaire Georges,,,unknown
Pierre Ratabouil,,,unknown
Guy Aurifeuille,,,unknown
Francois Rey,Q104147085,François Rey,male
Bernard Canac,Q138759144,Bernard Canac,male
Jean Pierre Baumann,,,unknown
Gabriel Van Gaver,,,unknown
Bernard Pigamo,,,unknown
Ivane Eymieu,,,unknown
Jean Rognoni,,,unknown
Romain Vignoli,,,unknown
Yves Miranda,,,unknown
Catherine Jacoby,,,unknown
Jean-Marie Canaud,,,unknown
Jackie Blanc,Q59608,Jackie Blanchflower,male
Michele Carayon,Q70755973,Michèle Carayon,female
Roger Luccioni,Q133635553,,unknown
Brigitte Marandat,,,unknown
Paul Mefret,,,unknown
Maurice Gros,Q102109039,Maurice Gros,male
Le Pen Jean-Marie Yvon Votez Claire,,,unknown
Jean-Francois Souchon,,,unknown
Chevalier Pierre,Q979467,Pietro Liberi,male
Jean-Pierre Lafond,Q3169456,Jean-Pierre Lafond,male
Jean Zailah,,,unknown
D. Marie Vu,,,unknown
Herve Fabre-Aubrespy,Q3134484,,male
Suzanne Buffard,,,unknown
Serge Daumas,,,unknown
Michel Caillat,Q3309170,Michel Caillat,male
Hubert Jaussaud,,,unknown
Sonia Amoros,,,unknown
Olivier Darrason,Q3350955,Olivier Darrason,male
Patrice Gouin,,,unknown
Jean-Claude Cette,,,unknown
Yves Lefevre,Q15991977,Yves Lefèvre,male
Jean-Bernard Raimond,Q2472833,Jean-Bernard Raimond,male
Bernard Rodot,,,unknown
Sandrine Duvernois,,,unknown
Jean Pierre,Q389430,Jean-Pierre Dantan,male
Jacky Gerard,Q63766290,Jacky Gérard,male
Jean-Louis Savoret,,,unknown
Catherine Levraud,,,unknown
Claude Vulpian,Q47486946,Claude Vulpian,male
Bernard Quilici,,,unknown
Yvonnick Mevel,,,unknown
Claude Leclere,,,unknown
Francois Geindre,Q18214816,François Geindre,male
Gerard Cauche,,,unknown
Andre Grandcollot,,,unknown
Gerard Angot,,,unknown
Liliane Patte,,,unknown
Jean-Yves Cousin,Q3170123,Jean-Yves Cousin,male
Antoine Lepeltier,Q16266452,Antoine Lepeltier,male
Jacques Frescal,,,unknown
Mme Brunet-Fuster,,,unknown
Jean-Pierre Roume,,,unknown
Jean Andrieu,Q112352102,Jean Andrieu,male
Jean Rongier,Q110002925,Jean Rongier,male
Alice Brugue,,,unknown
Jean-Michel Bolvin,Q65568019,Jean-Michel Bolvin,male
Angel Motard,,,unknown
Maryse Dumeix,,,unknown
Patrick Roger,Q17636480,Patrick Roger,male
Francis Georgel,,,unknown
Jean-Francois Duvergne,Q65580109,Jean-François Duvergne,male
Alain Schmit,Q62086254,Alain Schmit,male
Jean Mardikian,Q66819925,Jean Mardikian,male
Alain Chailloux,,,unknown
Andre Dubosc,Q2847673,André Dubosc,male
Guy Huljack,,,unknown
Alain Remond,Q2830256,Alain Rémond,male
G. H.,Q184337,Godfrey Harold Hardy,male
Jean-Francois Fountaine,Q3165605,Jean-François Fountaine,male
Jean-Francois Asseray Suppleant,,,unknown
Jean-Guy Branger Depute Sortant,,,unknown
Jean-Francois Asseray,,,unknown
Bernard Rochet,Q65600784,Bernard Rochet,male
Jean-Claude Beaulieu,Q3164834,Jean-Claude Beaulieu,male
Gatignol Et Fils,,,unknown
Henri- Georges Dubois,,,unknown
Claude Billot-Zeller,,,unknown
Monsieur Lalonde,,,unknown
Jean-Noel De Lipkowski Didier Quentin,,,unknown
Pierre Houques,,,unknown
Joel Crotte,Q63488138,Joël Crotté,male
Formas Rimbault,,,unknown
Francois Dumon,Q1451014,François Dumont,male
Francois Des Georges,,,unknown
Philippe De Bonneval,,,unknown
Bernard Murat,Q2898368,Bernard Murat,male
Daniel Bourzat,,,unknown
Philippe Nauche,Q781970,Philippe Nauche,male
Jean-Pierre Lontrade,,,unknown
Jean-Claude Chataur,,,unknown
C Olette Popard,,,unknown
Colette Popard,Q63764779,Colette Popard,female
Christine Tridon,,,unknown
Lucien Brenot,Q3265402,Lucien Brenot,male
Marie-Francoise Jacquet,Q15617809,Marie Françoise Rivière,female
Charles Cavin,,,unknown
Jean-Francois Hory Serex,,,unknown
Michel La Politique,,,unknown
Jean-Francois Hory,Q3165663,Jean-François Hory,male
Jacques Lazzarotti,Q65588117,Jacques Lazzarotti,male
Joel Ernult,,,unknown
Georges Hansberque,,,unknown
Pierre Jurvillier,,,unknown
Francois Bonfils,Q118464357,François Bonfils,male
Pierre Damy,,,unknown
Christian Daniel,Q2965180,Christian Daniel,male
Paule Quemere,,,unknown
Jacques Mangold,Q65591678,Jacques Mangold,male
Bernard Hesry,,,unknown
Jean-Yves Bechu,,,unknown
Gerard Le Cam,Q3124087,Gérard Le Cam,male
Jean-Claude Lenay,,,unknown
Pierre Etienne,Q310025,Théodore Rousseau,male
Pierre-Marie Launay,,,unknown
Noel Bernard,Q3345776,Noël Bernard,male
Paimpol Pierre-Yvon Tremel,,,unknown
Jean-Paul Fourgeaud,,,unknown
Chantal Merchadou,,,unknown
Jean-Paul Salon,,,unknown
Daniel Garrigue,Q3014077,Daniel Garrigue,male
Jacques Auzou,Q63765864,Jacques Auzou,male
Jacques Menigoz,,,unknown
Herve Tabournot,Q65603022,Hervé Tabournot,male
Jean-Louis Fousseret,Q287931,Jean-Louis Fousseret,male
Marc Chapelain,,,unknown
Pierre Moscovici Pierre Moscovici,,,unknown
Pierre Moscovici,Q356919,Pierre Moscovici,male
Yves Lagier,,,unknown
Pierre Cheval,Q3384421,Pierre Chevalier,male
Jean Martinez,Q37369993,Jean Martinez,male
Franck Maisonnat,,,unknown
Roch Abbate,,,unknown
Jacques Perez,Q108854731,Jacques Pérez,male
Aime Chaleon,Q63765252,Aimé Chaleon,male
Richard Muller,Q513559,Richard A. Muller,male
Jacques Caron,Q3158468,Jacques Caron,male
Prix Foy Derville,,,unknown
Philippe Courtois,Q63430627,Philippe Courtois,unknown
Gerard Grimault,,,unknown
Alex Le Doledec,,,unknown
Jean-Rene Guilcher,,,unknown
Andre Sourdon,,,unknown
Fernand Ernult,,,unknown
Bernard Amsalem,Q2897435,Bernard Amsalem,male
J. Benoni,Q137681557,Joseph Ben Levert,male
B. Leroy,,,unknown
Daniel Bellavoine,,,unknown
Pascal Lamy,Q277183,Pascal Lamy,male
Olivier Bassine,,,unknown
Olivier Thierry,Q12797905,Olivier Thierry d’Argenlieu,male
Jean-Claude Asphe,Q3164813,Jean-Claude Asphe,male
Dominique Baugas,,,unknown
Catherine Pesnot,,,unknown
Guy Naveau,,,unknown
Alain Laurent,Q980854,Alain Laurent,male
Joseph Hudault,Q30322410,Joseph Hudault,male
Vincent Lhopiteau,Q65590780,Vincent Lhopiteau,male
Marie-Laure Pele,,,unknown
Francine Painblanc,,,unknown
Pierre Faucher,Q65580648,Pierre Faucher,male
Daniel Bensaid,Q432730,Daniel Bensaïd,male
Lydia Brovelli,Q124017008,Lydia Brovelli,female
Michel Fiant,Q22811493,Michel Fiant,male
Anicet Le Pors,Q2849909,Anicet Le Pors,male
Didier Motchane,Q3027118,Didier Motchane,male
Gilbert Wasserman,Q3105885,Gilbert Wasserman,male
Pierre Jaouen,Q65031967,Pierre Jaouën,male
Marcel Le Floc'H,Q28871744,Gwendal Ar Floc'h,male
Arnaud Cazin-D'Honincthun Adrien Kervella,,,unknown
Claude Bellin,Q63106095,Claude Bellin,male
Fernande Le Moal,,,unknown
Jean-Jacques Kerouredan,,,unknown
Paulette Lecroc,,,unknown
Paul Guerrini,,,unknown
Michel Terramorsi,,,unknown
Damien Serra,,,unknown
Antoine Pacini,,,unknown
Charles-Michel Cesari,,,unknown
Jean-Baptiste Paccini,,,unknown
Claude Leonardi,,,unknown
Pierre Maushart,,,unknown
Paul Patriarche,Q3371962,Paul Patriarche,male
Paul Patriarcheun Depute,,,unknown
Octave Robert Jacob Dit Luzie,,,unknown
Michel Servile,Q126898982,Michel Servile,male
Jacques Perotti,Q111017049,Jacques Perotti,male
Robert Berenguier,Q126898465,Robert Bérenguier,male
Simon Casas,Q3484234,Simon Casas,male
Bernard Fontaine,Q47519740,Bernard Fontaine,male
Jean Bouquet Jean Bousquet,,,unknown
Roland Gronchi,Q58172097,Roland Gronchi,male
Etienne Mourrut,Q249802,Étienne Mourrut,male
Rene Jeannot,Q58164259,René Jeannot,male
Alain Meiffre,Q84912500,Alain Meiffre,male
Guy Samar,Q126927994,Guy Samar,male
Henri Ravillion,Q126928006,Henri Ravillion,male
Rene Cret,Q58969981,René Cret,male
Patrick Malavieille,Q3369658,Patrick Malavieille,male
Alain Fabre,Q61885822,Alain Fabre,male
Jacky Burdo,Q129519168,Jacky Burdo,male
Thierry Tournaire,,,unknown
Paula Lois,,,unknown
Jean-Michel Vergnes,,,unknown
Christian Burgle,Q60218209,Christian Burglé,male
Jean-Claude Paix,Q3165150,Jean-Claude Paix,male
Catherine Guien,,,unknown
Marie-Francoise Mendez,,,unknown
. Loidi,,,unknown
Jean-Francois Maury,Q130598454,Jean-François Maury,male
Jean Arrecgros,,,unknown
Christian Moretto,,,unknown
Alain Barres,Q2829530,Alain Barrès,male
Jean-Pierre Bastiani,Q3168979,Jean-Pierre Bastiani,male
Marie-Denise Xerri,,,unknown
Francois Peraldi,Q126948219,François Peraldi,male
Andre Fourcade,Q130420773,André Fourcade,male
Alain Rouleau,,,unknown
Jacques Rousseau,Q720385,Jacques Rousseau,male
Jean Laborde,Q3172921,Jean Laborde,male
Andre Daguin,Q2847577,André Daguin,male
Jacques Guareschi,,,unknown
Pierre Bret,Q2004700,Pierre Bretonneau,male
Danielle Arrieu,,,unknown
Henri Chavarot,,,unknown
Nadine Berthome,,,unknown
Philippe Dorthe,Q63349046,Philippe Dorthe,male
Bernadette Bony,,,unknown
Monique Nicolas,Q109393942,Monique Nicolas,female
Michel Bompa,,,unknown
Patrick Kesteloot,,,unknown
Gerard Castagne,Q3123820,Gérard Castagnéra,male
Jean-Claude Barran,Q3164825,Jean-Claude Barran,male
Jean-Pierre Favroul,,,unknown
Alain Lachamp,,,unknown
Jean-Philippe Lavalette,,,unknown
Pierre Cazenave,Q57196148,Pierre Cazenave,male
Herve Bottollier-Curtet,,,unknown
Jean-Francois Acot-Mirande,,,unknown
Bernard Donneve,,,unknown
Pierre Espagnet Pierre Espagnet,,,unknown
Claude Gamelin,,,unknown
Jean-Louis Arcaraz,,,unknown
Francette Agostini,,,unknown
Marie-Therese Roberti,,,unknown
Robert Barriere,Q28096577,Robert Barrière,male
Jean-Pierre Ladreyt,Q65587147,Jean-Pierre Ladreyt,male
Louis-Raymond Preaud,,,unknown
Jacques Labegorre,,,unknown
Jean-Pierre Verret,,,unknown
Rene Gallet,Q111397170,René Gallet,male
Daniel Picotin,Q3014550,Daniel Picotin,male
Antoine Charruey,,,unknown
Te Willy Dimeglio,,,unknown
Billy Dimeglio,,,unknown
A. Vezinhet,,,unknown
L. Nicollin,,,unknown
J.L. Lamarque,,,unknown
Helene Colas,Q607150,Hélène Mandroux,female
Jean Louis Garcia,Q3166782,Jean-Louis Garcia,male
Bernard Serrou,Q2406906,Bernard Serrou,male
Pierrette Soulas,Q130250624,Pierrette Soulas,female
Philippe Moissonnier,Q116985606,Philippe Moissonnier,male
Bruno Gutierrez,Q104440849,Bruno Gutiérrez,male
Pierre Dudieuzere,Q65579510,Pierre Dudieuzère,male
Marlene Aubeleau,,,unknown
Maurice Bousquet,Q109987857,Maurice Bousquet,male
Philippe Baume,Q3379312,Philippe Baumel,male
Bernard Beauverger,,,unknown
Jacques Maurel,Q1678047,Jacques Morel (sculpteur),male
Paul-Henri Cugnenc,Q3370296,Paul-Henri Cugnenc,male
Robert Sanchez,Q116265927,Robert Sanchez,male
Gerard Bouisson,,,unknown
Yves Marchand Michel Saint-Blancat,,,unknown
Pierre Maugendre,Q110571283,Pierre Maugendre,male
Yvon Jacob Le,,,unknown
Lionel Tocque,,,unknown
Jacques Ars,Q547276,Arsène d'Arsonval,male
Eric Melchior,,,unknown
Marie-France David-Gendrot,,,unknown
Thierry Benoist,Q102266535,Thierry Benoist,unknown
Gael Lagadec,Q47529349,Gaël Lagadec,male
Henri Leroy,Q108129667,Henri Leroy,male
Paulette Vincent,Q83584845,Paulette Vincent-Ruz,unknown
Isabelle Thomas Isabelle Thomas,,,unknown
Francoise Deschamps,Q65578221,Françoise Deschamps,female
Fernand Leborgne,,,unknown
Olivier Francois,Q58657867,Olivier François,male
Joel Nicouleau,,,unknown
Nicolas Forissier,Q3340330,Nicolas Forissier,male
Valerie Evano,,,unknown
Bernard Pousset,Q2898458,Bernard Pousset,male
Gerard Desroches,,,unknown
Claude Pujol,,,unknown
Jean Germain Arlette Bosch,,,unknown
Benoit Roy,Q18744955,Benoît Roy,male
Baeskens Jean-France,,,unknown
Dominique Leclerc,Q101112859,Dominique Leclerc,female
Alain Pachet,,,unknown
Jean-Marie Robin,Q16735307,Jean-Marie Robine,male
Philippe Briand,Q3379439,Philippe Briand,male
Michel Montaubin,,,unknown
Gustave Tulasne,,,unknown
Dominique Jeandon,,,unknown
Jean-Francois Delahais,Q3165565,Jean-François Delahais,male
Jean-Claude Drost,,,unknown
Marc Baietto,Q115575950,Marc Baïetto,male
Leslie Chalier Rene Achard,,,unknown
Claude Jacquier,,,unknown
Claude Sagnard,,,unknown
Severin Batfroi,,,unknown
Bruno De Bonfils,,,unknown
Yves Giron,,,unknown
Michel Blonde,Q3309030,Michel Blondeau,male
Jean Lozier,,,unknown
Pierre Kermen,,,unknown
Paul De Belval,,,unknown
Jean-Pierre Philippe,Q534601,Jean-Pierre Aumont,male
Evelyne Jurain,,,unknown
Jerome Jury,,,unknown
Bernard Saugey,Q2898592,Bernard Saugey,male
Premier Vice-President,,,unknown
Pierre Vernet,Q3387263,Pierre Vernet,male
Ali Medroub,,,unknown
Pierre Volpin,,,unknown
Raoul Chavet,,,unknown
Ernest Delacroix,,,unknown
Noel-Georges Grenier,,,unknown
